task_id,family,application,players,replicate,budget,method,mse,data_sha256,source_evidence
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,13,48,ShaplEIG,4.068116747308061e-06,044ec0fd67d817412d06c1b2c75c59cd4bd9c18c530cc6cdb421d0550d86330d,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,13,64,ShaplEIG,3.7992636345579133e-06,044ec0fd67d817412d06c1b2c75c59cd4bd9c18c530cc6cdb421d0550d86330d,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,14,16,ShaplEIG,0.008306816301255893,5ebc23cc25f2c92703d657ce2dcfc90da525b6c5451f561ca770efb651170b12,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,14,24,ShaplEIG,0.00303821604377522,5ebc23cc25f2c92703d657ce2dcfc90da525b6c5451f561ca770efb651170b12,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,14,32,ShaplEIG,3.09853251900967e-06,5ebc23cc25f2c92703d657ce2dcfc90da525b6c5451f561ca770efb651170b12,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,14,48,ShaplEIG,3.6702624405039752e-06,5ebc23cc25f2c92703d657ce2dcfc90da525b6c5451f561ca770efb651170b12,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,14,64,ShaplEIG,4.30645212456197e-06,5ebc23cc25f2c92703d657ce2dcfc90da525b6c5451f561ca770efb651170b12,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,15,16,ShaplEIG,0.006269078409012639,f4b6308e17d8ebf09523f5579a00d69c85903afc751b10e34406a47397d16cfd,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,15,24,ShaplEIG,0.0004586667288062434,f4b6308e17d8ebf09523f5579a00d69c85903afc751b10e34406a47397d16cfd,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,15,32,ShaplEIG,4.877967777328227e-06,f4b6308e17d8ebf09523f5579a00d69c85903afc751b10e34406a47397d16cfd,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,15,48,ShaplEIG,6.346535745076334e-06,f4b6308e17d8ebf09523f5579a00d69c85903afc751b10e34406a47397d16cfd,.openresearch/artifacts/claim_3/dv10_raw.csv
