application,replicate,budget,method,mse,efficiency_error,data_sha256
ImageNet ViT-9 local explanation,15,48,SVARM,0.008200045132751311,0.3230877605700808,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,48,UnbiasedKernelSHAP,0.014438345644889756,0.0,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,48,PermutationSampling,0.007451131653845543,0.0,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,48,RegressionMSR,0.0008435826037054795,2.0461538952076808e-07,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,48,LeverageSHAP,0.002191153767861231,1.1102230246251565e-16,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,ShaplEIG,0.0005758775890490011,2.5058593517979233e-06,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,ShaplEIG-fixed,0.00013582503525927814,1.275714899640068e-05,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,GP-random,0.000869684412801772,3.821498507527998e-06,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,GP-uncertainty,0.000511228216753783,3.0012814344893e-07,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,GP-LeverageSHAP,0.0007032328753618257,0.00011522997177471073,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,KernelSHAP,0.001423666479159169,1.0471579159343491e-09,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,SVARM,0.005514119350632989,0.11815767449987868,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,UnbiasedKernelSHAP,0.006176577814438563,2.220446049250313e-16,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,PermutationSampling,0.003515877592428666,1.1102230246251565e-16,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,RegressionMSR,0.00045586761783735267,3.8571215554839e-08,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,15,64,LeverageSHAP,0.0014236656838413362,2.220446049250313e-16,9365985f6d1e8fcda2e66a5f199c98f87ec155bd474e5eea0fcb1932ac30a80a
ImageNet ViT-9 local explanation,16,16,ShaplEIG,0.002596196798330183,2.0488796215190064e-09,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,ShaplEIG-fixed,0.0022566853461621606,1.7490533732456015e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,GP-random,0.018390363775891396,1.807905020578815e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,GP-uncertainty,0.0025425103160781727,1.866151930873805e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,GP-LeverageSHAP,0.020134929051889707,1.8343019708710884e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,KernelSHAP,4902900324864.668,3.448803909122944e-09,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,SVARM,0.01589998765069909,0.6412317112979644,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,UnbiasedKernelSHAP,0.0266561181397046,1.1102230246251565e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,PermutationSampling,0.035421413643109245,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,RegressionMSR,0.015288074188059117,6.313348421826959e-08,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,16,LeverageSHAP,0.002521642777656226,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,ShaplEIG,0.0017110638748243732,6.6103661933158975e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,ShaplEIG-fixed,0.00024730827547689695,3.3859405124125885e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,GP-random,0.006138711000668142,1.2857900215657025e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,GP-uncertainty,0.0017838826433049426,9.457002532187175e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,GP-LeverageSHAP,0.003014117022705308,1.0227016371877617e-05,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,KernelSHAP,0.002939064660119399,4.054155344768162e-09,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,SVARM,0.014950959934564282,0.577970036655703,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,UnbiasedKernelSHAP,0.00923083264710173,2.220446049250313e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,PermutationSampling,0.006668608742777741,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,RegressionMSR,0.005624806469299502,7.232119980660201e-08,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,24,LeverageSHAP,0.002939064710397895,1.1102230246251565e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,ShaplEIG,0.0014482821634211366,7.279746894295336e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,ShaplEIG-fixed,0.0003594172675435908,3.527672176151242e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,GP-random,0.005165608257802983,7.011016976976592e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,GP-uncertainty,0.0014956431758044774,1.6708082242189448e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,GP-LeverageSHAP,0.0009161408778944906,1.0345474616868522e-05,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,KernelSHAP,0.003919079105297427,3.425615124896808e-09,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,SVARM,0.009900077518947023,0.5729421615954144,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,UnbiasedKernelSHAP,0.003275287252220035,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,PermutationSampling,0.0060282033933257585,1.1102230246251565e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,RegressionMSR,0.0077189951494830294,8.968800102593377e-08,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,32,LeverageSHAP,0.00391907871885666,3.3306690738754696e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,ShaplEIG,0.0006112585204528829,5.791463718818335e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,ShaplEIG-fixed,0.00042234002956392184,9.412074903569767e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,GP-random,0.0035098796230488708,3.604967002690529e-08,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,GP-uncertainty,0.0021572259587542345,3.619472527249812e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,GP-LeverageSHAP,0.0011607778056548614,3.3427315111467237e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,KernelSHAP,0.001777277950357305,3.6689503657427736e-09,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,SVARM,0.00957534341969357,0.5699976080880667,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,UnbiasedKernelSHAP,0.008122031683202868,2.220446049250313e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,PermutationSampling,0.003759539922591875,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,RegressionMSR,0.0034023536679953924,8.22456058813259e-08,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,48,LeverageSHAP,0.0017772780485714134,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,ShaplEIG,0.00047570746334282696,1.9611815126330256e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,ShaplEIG-fixed,0.0004824590618487245,1.3011022855113907e-05,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,GP-random,0.0021963057662630747,6.022440681707764e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,GP-uncertainty,0.0005332197004549087,4.084424165551326e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,GP-LeverageSHAP,0.001329089595510991,2.1875627084222415e-06,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,KernelSHAP,0.001454414811013868,3.2949935002690722e-09,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,SVARM,0.008985359137232836,0.5019218906625755,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,UnbiasedKernelSHAP,0.006681827476125638,2.220446049250313e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,PermutationSampling,0.003719833977721155,0.0,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,RegressionMSR,0.0029732418257197887,1.8564196579973213e-07,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,16,64,LeverageSHAP,0.0014544148718934127,3.3306690738754696e-16,0564500762f6897ffd2febad3c2e118bb6511778067ce3b517983ab5e8c5d659
ImageNet ViT-9 local explanation,17,16,ShaplEIG,0.027055667938122738,3.11578994049988e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,ShaplEIG-fixed,0.00826924913263661,1.9655189298362075e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,GP-random,0.01815357470224036,1.8416659760545073e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,GP-uncertainty,0.018455432796906618,1.8408863601271364e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,GP-LeverageSHAP,0.016868322191986255,1.3903753932620333e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,KernelSHAP,0.038684753669373205,6.263638496761814e-10,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,SVARM,0.022634375675494495,0.6662140193317707,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,UnbiasedKernelSHAP,0.06063639329309959,1.1102230246251565e-16,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,PermutationSampling,0.04272813818535929,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,RegressionMSR,0.03801974679430674,1.6218746168306097e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,16,LeverageSHAP,0.019177140157819,7.771561172376096e-16,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,ShaplEIG,0.017859451246413454,1.4248302202535257e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,ShaplEIG-fixed,0.005694549876552133,6.560909558084305e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,GP-random,0.015420600990730076,1.5043388533753088e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,GP-uncertainty,0.010776481449871571,4.3488419854131877e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,GP-LeverageSHAP,0.012146602016321803,9.262929098086126e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,KernelSHAP,0.034914406444020725,1.5403549546988415e-09,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,SVARM,0.007042629925006853,0.44525647801088386,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,UnbiasedKernelSHAP,0.030278650383509225,1.1102230246251565e-16,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,PermutationSampling,0.016410464761974042,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,RegressionMSR,0.024450806537608553,3.344021024531685e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,24,LeverageSHAP,0.03491440389303415,4.440892098500626e-16,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,ShaplEIG,0.0072765055352266295,1.478761348705504e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,ShaplEIG-fixed,0.0023971612828750416,1.0652193044302649e-05,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,GP-random,0.006457763518639388,6.794127161979802e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,GP-uncertainty,0.01097572700002927,7.518489062441347e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,GP-LeverageSHAP,0.008306984458504708,1.189478762442242e-05,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,KernelSHAP,0.029922777156936173,1.510665481596618e-09,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,SVARM,0.0038039530074278466,0.3272472428347639,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,UnbiasedKernelSHAP,0.007245630173758243,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,PermutationSampling,0.014417682084075154,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,RegressionMSR,0.007158699344540658,1.1554038781280696e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,32,LeverageSHAP,0.02992278667418359,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,ShaplEIG,0.004611207138844518,1.049217840387584e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,ShaplEIG-fixed,0.0007464489601691902,5.742274486242316e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,GP-random,0.004759373477355322,5.607407382868246e-08,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,GP-uncertainty,0.010177274640527971,4.3591074072590885e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,GP-LeverageSHAP,0.005777666587877222,3.267786137350903e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,KernelSHAP,0.007316745070530589,2.3879792587777615e-09,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,SVARM,0.014913801316466711,0.7355632003003771,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,UnbiasedKernelSHAP,0.01793669985131136,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,PermutationSampling,0.012617087484160235,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,RegressionMSR,0.0018682825678055094,1.233602232586506e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,48,LeverageSHAP,0.00731674694393238,2.220446049250313e-16,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,ShaplEIG,0.0012682808637617393,4.7551783721733187e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,ShaplEIG-fixed,0.000247546611220952,2.603003415146965e-06,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,GP-random,0.003562583767029084,5.774760164500847e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,GP-uncertainty,0.0028736069033352555,2.6509965633803034e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,GP-LeverageSHAP,0.005282634871994685,1.205211635224579e-05,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,KernelSHAP,0.005810196467111191,2.8304588672867226e-09,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,SVARM,0.00781610221463414,0.6126563759513872,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,UnbiasedKernelSHAP,0.008796875996610722,1.1102230246251565e-16,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,PermutationSampling,0.006480515288902663,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,RegressionMSR,0.0013434952241955969,2.0396555566737362e-07,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,17,64,LeverageSHAP,0.005810196604307091,0.0,55c166c5309cdf17d589201ed25c4f4e33faaddfba709fd2fed7d2460f4bce7d
ImageNet ViT-9 local explanation,18,16,ShaplEIG,0.007396377820568476,1.4481527558229956e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,ShaplEIG-fixed,0.025762992667079664,9.204883579805312e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,GP-random,0.027268090198814453,1.330412161548722e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,GP-uncertainty,0.014524395290102958,3.5918316119154525e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,GP-LeverageSHAP,0.06824430226047552,2.9610917529843128e-05,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,KernelSHAP,0.06400845920761654,1.495747192770125e-09,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,SVARM,0.08506996597870002,1.7263602477269835,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,UnbiasedKernelSHAP,0.23704889616287492,4.440892098500626e-16,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,PermutationSampling,0.03718060140780626,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,RegressionMSR,0.052787219099497,2.2285530576482415e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,16,LeverageSHAP,0.06261588752553632,8.881784197001252e-16,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,ShaplEIG,0.00446472382944774,2.56309249102582e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,ShaplEIG-fixed,0.006881986218302884,1.0080541543278088e-05,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,GP-random,0.004063477914826998,2.902169812246669e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,GP-uncertainty,0.0013830330766300889,2.7890799277896505e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,GP-LeverageSHAP,0.01721443693222448,3.681212411899004e-05,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,KernelSHAP,0.018835847737431025,1.3702752266198104e-09,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,SVARM,0.046638816187872086,1.414920894404026,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,UnbiasedKernelSHAP,0.10681411893272376,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,PermutationSampling,0.017882817530177827,0.0,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,RegressionMSR,0.008411809550316661,1.0908661352004856e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,24,LeverageSHAP,0.018835845345525192,1.2212453270876722e-15,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,ShaplEIG,0.007006238137110833,2.480243050828612e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,ShaplEIG-fixed,0.003951591765796545,4.230023726403687e-06,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,GP-random,0.003841557401823767,8.318656156136583e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,GP-uncertainty,0.0049790391776012724,1.1583379133650595e-07,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,GP-LeverageSHAP,0.014483714696796372,8.827082288176413e-05,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
ImageNet ViT-9 local explanation,18,32,KernelSHAP,0.018576346061969787,1.6854482254302638e-09,b26a535e2b0909682418aa0ade274f333eabb2af904dd60b8b48f441bca4aec9
