application,replicate,budget,method,mse,efficiency_error,data_sha256
ImageNet ViT-9 local explanation,23,48,SVARM,0.021102699774604747,0.9048118806879129,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,48,UnbiasedKernelSHAP,0.01680088082716204,0.0,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,48,PermutationSampling,0.0133299972703109,0.0,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,48,RegressionMSR,0.004812358511207477,1.9414073904044926e-07,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,48,LeverageSHAP,0.010726694063311764,0.0,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,ShaplEIG,0.0013091708698929909,1.4659543675410447e-05,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,ShaplEIG-fixed,0.0005237992000546561,1.5171587734452707e-05,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,GP-random,0.0007322465913130602,1.6774623905480013e-06,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,GP-uncertainty,0.0006048355479273275,1.8339761955754597e-06,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,GP-LeverageSHAP,0.003185494318667466,4.515870821975021e-05,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,KernelSHAP,0.010840774745353094,2.3676310911824316e-09,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,SVARM,0.009390731675439409,0.8162327678488537,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,UnbiasedKernelSHAP,0.011137610769179025,2.220446049250313e-16,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,PermutationSampling,0.006681682706008168,0.0,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,RegressionMSR,0.002244378084641946,1.2432793683458954e-09,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,23,64,LeverageSHAP,0.01084077357201787,3.3306690738754696e-16,cf12867cf63b9abf1466db5057573f44cf4488ed3d87eed8acbbe8f93b21ee17
ImageNet ViT-9 local explanation,24,16,ShaplEIG,0.00787827001185666,1.522548180199479e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,ShaplEIG-fixed,0.0030815689249443106,1.9225853167270657e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,GP-random,0.00824543234717328,9.704583397995847e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,GP-uncertainty,0.005374436227016476,1.3168730594870226e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,GP-LeverageSHAP,0.004307161503146831,1.9371923406508174e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,KernelSHAP,0.16588073694043082,8.094481196430081e-09,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,SVARM,0.009914893939263193,0.8064212671360345,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,UnbiasedKernelSHAP,0.044808888659448924,4.440892098500626e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,PermutationSampling,0.03959924699399894,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,RegressionMSR,0.005377424578005173,6.928712537046522e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,16,LeverageSHAP,0.007145842116334784,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,ShaplEIG,0.015884521017157458,4.829716129806094e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,ShaplEIG-fixed,0.004141173702492189,6.146834113929245e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,GP-random,0.008547329240296957,1.373749567989968e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,GP-uncertainty,0.01717662864737271,6.471604151458976e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,GP-LeverageSHAP,0.00924080383711195,4.5872082643505507e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,KernelSHAP,0.009103430395744566,7.117988198857006e-09,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,SVARM,0.01629306450326235,0.9543387024723751,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,UnbiasedKernelSHAP,0.026862811479595447,1.1102230246251565e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,PermutationSampling,0.022429769817442376,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,RegressionMSR,0.006840074469926592,1.8848732008525104e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,24,LeverageSHAP,0.009103427896164857,1.1102230246251565e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,ShaplEIG,0.019741235377408864,1.2204815592609108e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,ShaplEIG-fixed,0.0047878418860731456,7.79106166137744e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,GP-random,0.010665316618218831,1.268983216951014e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,GP-uncertainty,0.004073845710981428,7.713197858194576e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,GP-LeverageSHAP,0.004181180662072441,3.1264710093070747e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,KernelSHAP,0.006929322067753322,7.818044656104917e-09,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,SVARM,0.016776066524060457,0.9403117776307566,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,UnbiasedKernelSHAP,0.015689744929304514,2.220446049250313e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,PermutationSampling,0.014381123907444553,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,RegressionMSR,0.006763896579710261,5.468364179250784e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,32,LeverageSHAP,0.00692932269440572,2.220446049250313e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,ShaplEIG,0.005215269020538888,2.8094392460209505e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,ShaplEIG-fixed,0.0008642306328654334,2.8255236746099754e-05,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,GP-random,0.009870600073340497,6.04884144772555e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,GP-uncertainty,0.006625653861816922,9.546761299272788e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,GP-LeverageSHAP,0.0009173029312711634,2.3339340078365467e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,KernelSHAP,0.002273157071540371,6.857814760508063e-09,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,SVARM,0.010971716607652986,0.7642972198988507,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,UnbiasedKernelSHAP,0.0030398626529961037,1.1102230246251565e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,PermutationSampling,0.009702364769199357,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,RegressionMSR,0.01488224415173315,3.733784978976473e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,48,LeverageSHAP,0.002273157236152056,1.1102230246251565e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,ShaplEIG,0.005391079089475694,1.9340804553458213e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,ShaplEIG-fixed,0.0010678387108150758,2.9795441244595544e-05,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,GP-random,0.009016103017379297,1.4800328207442703e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,GP-uncertainty,0.003234862612972055,7.41102247570069e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,GP-LeverageSHAP,3.321260537779112e-05,1.5554303810505488e-06,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,KernelSHAP,0.0023922008601339993,6.867402757571028e-09,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,SVARM,0.004334857404889376,0.39216885404850976,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,UnbiasedKernelSHAP,0.002213143167464505,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,PermutationSampling,0.009052158476982361,0.0,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,RegressionMSR,0.0036868655496202682,3.7408563002827577e-07,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,24,64,LeverageSHAP,0.0023921999755270925,2.220446049250313e-16,743c6dfd25c2e44cee10a566ff5fa17b98fb6216e013befe2936644f9ec3a153
ImageNet ViT-9 local explanation,25,16,ShaplEIG,0.006063791795072868,3.2907128083570214e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,ShaplEIG-fixed,0.009033103822606916,1.5354384766963491e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,GP-random,0.013764402685867587,7.225314623271473e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,GP-uncertainty,0.006210290992853737,3.969351329402571e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,GP-LeverageSHAP,0.004364998100469527,9.057217924324235e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,KernelSHAP,0.01777083236690411,6.216417047788525e-09,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,SVARM,0.025813067125145226,0.739060979634006,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,UnbiasedKernelSHAP,0.0826457085366239,2.220446049250313e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,PermutationSampling,0.07740300608868285,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,RegressionMSR,0.01916693640077107,9.924406296768495e-09,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,16,LeverageSHAP,0.017770832431529368,3.3306690738754696e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,ShaplEIG,0.0071032773729402966,1.3618456878305985e-05,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,ShaplEIG-fixed,0.006582601224838307,2.2377066980494575e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,GP-random,0.018401043400656684,0.00025350629002196534,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,GP-uncertainty,0.009693362499237579,6.8067372474001075e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,GP-LeverageSHAP,0.0071973905001706485,6.337469843942234e-05,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,KernelSHAP,0.01820626134019176,6.19315299044132e-09,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,SVARM,0.025148709141121925,0.9183469279238057,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,UnbiasedKernelSHAP,0.026410364212427092,1.1102230246251565e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,PermutationSampling,0.09612750192546297,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,RegressionMSR,0.018203292388583148,2.5232839107047766e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,24,LeverageSHAP,0.01820626203976643,1.1102230246251565e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,ShaplEIG,0.003396255617284758,3.3286870584459116e-05,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,ShaplEIG-fixed,0.0035785370817831928,9.994991902018135e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,GP-random,0.013508637676484778,1.0136445612873857e-05,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,GP-uncertainty,0.0030667901984277445,5.257759413401786e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,GP-LeverageSHAP,0.00557397288490834,0.00012261594670226472,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,KernelSHAP,0.002019728458561109,6.52011555857257e-09,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,SVARM,0.019419548645737292,1.00128232439764,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,UnbiasedKernelSHAP,0.025069766568381537,2.220446049250313e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,PermutationSampling,0.05518897698360739,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,RegressionMSR,0.0019683961122683256,2.839583429503634e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,32,LeverageSHAP,0.0020197296215226025,2.220446049250313e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,ShaplEIG,0.0017250288461417777,5.6351458107561925e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,ShaplEIG-fixed,0.0012937872634070657,6.742399147885436e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,GP-random,0.012115432593635055,2.757228650396293e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,GP-uncertainty,0.003119703207268474,1.3628094386319844e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,GP-LeverageSHAP,0.005858778452898044,0.00013739898676701223,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,KernelSHAP,0.0010813314767747983,5.756420451419331e-09,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,SVARM,0.009580115875391327,0.6968602512062243,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,UnbiasedKernelSHAP,0.016398468275915793,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,PermutationSampling,0.022178149977625374,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,RegressionMSR,0.0012680468569900363,8.760525815887377e-08,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,48,LeverageSHAP,0.001081331701266973,1.1102230246251565e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,ShaplEIG,0.0023297798687355697,7.272066926333753e-05,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,ShaplEIG-fixed,0.00124232307214233,3.6208510290069995e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,GP-random,0.0025103688299075904,1.6121471374530572e-06,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,GP-uncertainty,0.0010211067805190753,8.103050090912944e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,GP-LeverageSHAP,0.0032578497459896678,0.00010855144427301955,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,KernelSHAP,0.0005214544538103973,6.416534970021814e-09,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,SVARM,0.004590069527821261,0.41339334005992456,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,UnbiasedKernelSHAP,0.015250732533900937,1.1102230246251565e-16,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,PermutationSampling,0.018499650582369492,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,RegressionMSR,0.0009312861300998143,2.1444884612531467e-07,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,25,64,LeverageSHAP,0.0005214546715970812,0.0,330bd55076bf4f21ba2a68faa48d010f3ed476662e59d2905a15179c743d25e1
ImageNet ViT-9 local explanation,26,16,ShaplEIG,0.005996264442499158,1.5418821286417028e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,ShaplEIG-fixed,0.006877204554372619,1.4028418942046983e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,GP-random,0.0025895711073139057,1.844156636288119e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,GP-uncertainty,0.007065751416507161,1.0564829228121297e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,GP-LeverageSHAP,0.0004989116369870753,4.336910868207866e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,KernelSHAP,1.2733291084309089,7.775433630285988e-10,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,SVARM,0.04151467846805245,0.9859841924470079,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,UnbiasedKernelSHAP,0.04636977545048384,3.3306690738754696e-16,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,PermutationSampling,0.08262488713793943,0.0,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,RegressionMSR,0.002299152480814813,2.0033985503875584e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,16,LeverageSHAP,0.03244943497946448,9.992007221626409e-16,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,ShaplEIG,0.00025901861385241613,8.532620258128176e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,ShaplEIG-fixed,0.005198317653619633,4.6524863361874225e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,GP-random,0.0027171758347218013,1.022955425922234e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,GP-uncertainty,0.00037213516496081096,9.456538837548933e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,GP-LeverageSHAP,0.000675479790814281,1.3080878535021156e-05,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,KernelSHAP,0.046292821569400185,4.036410095054066e-10,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,SVARM,0.020336947983870854,0.7023450197879422,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,UnbiasedKernelSHAP,0.07532409925050551,1.1102230246251565e-16,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,PermutationSampling,0.018249282662050503,0.0,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,RegressionMSR,0.0021872244289949643,2.206734279752709e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,24,LeverageSHAP,0.04629281043128476,3.9968028886505635e-15,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,32,ShaplEIG,6.360191398646693e-05,2.030340132019859e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,32,ShaplEIG-fixed,0.0023664640794277044,7.0778359294587645e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,32,GP-random,0.00023874719830688316,9.033657327739419e-07,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,32,GP-uncertainty,6.733730086903948e-05,1.0370125047565182e-06,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
ImageNet ViT-9 local explanation,26,32,GP-LeverageSHAP,0.00032432592335293094,1.622591106942295e-05,5d70be14b8cde253ed42d2f1c1c1d6c4177907820a527ac33fa36150f83e4585
